Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer,FullCharacteristicName,Acute,Chronic
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,0733a683-9864-4694-9d0c-28279d2908aa,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2016-02-03,13:45:00,MST,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, unfiltered",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,3b3ac16e-5219-490c-9616-d3ff04d13ab2,0.12,mg/L,,Accepted,,,Actual,,,,,,,,,,The holding time for the processing of this sample has been exceeded,,,,,Long Term Method Detection Level,0.02,mg/L,Quantitation limit value of the specified type,,,,,,CL017,USDOI/USGS,"Nutrients, wu, colorimetric",,"DESCRIPTION: Nutrients, unfiltered water, colorimetric; CITATION(S): USEPA | 350.1",,,,"USGS-National Water Quality Lab, Denver, CO",2016-03-07,,,,,,[@ - holding time exceeded];[c - see result laboratory comment],,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-22,610.0,,Unfiltered Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""460800342""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,1b3cd7e3-ede0-4d42-968b-9de358b7c374,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1993-07-30,10:30:00,MDT,,,,,,,,,,,,8010.0,USDOI/USGS,Other,,Point / Grab: Other,Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,44b5379d-96c9-436d-8db3-84fc12716db0,0.039,mg/L,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""460823240""]",,,,,,USGS-07128500,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO",Stream,,Colorado,United States of America,Bent County,US,CO,,11020010.0,110200101904.0,,,38.0342222222222,-103.201416666667,NAD83,38.0342222222222,-103.201416666667,NAD83,,2c384380-a739-4c40-8d80-cba54e3f488b,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1991-07-24,14:15:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),,,,,,,,,,,,,,Falling stage,Routine sample,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, unfiltered",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,3e1b11d4-2b67-41ed-ae4c-732c22a032b1,,,,Historical,,,Actual,,,,,,,,,,,Censoring Level,0.01,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,CL075,USDOI/USGS,"Ammonia, wu, ASF indophenol",,"DESCRIPTION: Ammonia in unfiltered water by automated segmented flow (ASF) formation of indophenol and colorimetry; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 321-324. | USGS | I-4523-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,610.0,,Unfiltered Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""460800341""]",,,,,,USGS-380506103183801,"ADOBE CREEK AT HWY 194 NR LAS ANIMAS, CO",Stream,,Colorado,United States of America,Bent County,US,CO,,11020009.0,110200090304.0,,,38.0850067278424,-103.311044282478,NAD83,38.0850067278424,-103.311044282478,NAD83,,2a2d49a1-aba9-4398-bd18-e93931994c88,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-11-02,11:45:00,MST,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,34542b26-5ccf-4352-9197-450b6fa2e481,0.068,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381725104494400,PUEBLO RESERVOIR SITE 3B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2902803843723,-104.829425128018,NAD83,38.2902803843723,-104.829425128018,NAD83,,26c72338-7c12-46a8-a55d-8cd562e5f2b1,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2023-07-17,11:15:00,MDT,,,,0.1,ft,,,,,,,70.0,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Open-mouth bottle,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,7aa8c536-a375-4c4f-b17b-fc04b2f40570,,,,Provisional,,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing,Censoring Level,0.02,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Detection limit by DQCALC,0.02,mg/L,Quantitation limit value of the specified type,,,,,,SHC02,USDOI/USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"DESCRIPTION: Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 125-132. | USGS | I-2522-90 |<--->| Harfmann, R.G., and Crouch, J.D., 1989, Kinetic study of Berthelot reaction steps in the absence and presence of coupling reagents: Talanta, v. 36, p. 261-269. |<--->| Krom, M.D., 1980, Spectrophotometric determination of ammonia--A study of a modified Berthelot reaction using salicylate and dichloroisocyanurate: Analyst, v. 105, p. 305-316. |<--->| Patton, C.J., and Crouch, S.R., 1977, Spectrophotometric and kinetics investigation of the Berthelot reaction for the determination of ammonia: Analytical Chemistry, v. 49, p. 464-469.",,,,"USGS-National Water Quality Lab, Denver, CO",2023-08-15,,,,,,[@ - holding time exceeded];[c - see result laboratory comment],,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07119700,"ARKANSAS RIVER AT CATLIN DAM, NEAR FOWLER, CO.",Stream,,Colorado,United States of America,Otero County,US,CO,,11020005.0,110200050701.0,,,38.12583934021,-103.911900595139,NAD83,38.12583934021,-103.911900595139,NAD83,,045576dc-16f6-419c-a28e-e8b1aed78cb7,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2016-06-15,11:30:00,MDT,,,,,,,,,,,,30.0,USDOI/USGS,Single vertical DI,,"Depth-integrated: Single vertical, depth integrated",US DH-81,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,7aa95ab1-d657-46ec-9369-73a8cd766bf5,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.01,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,,,,,,SHC02,USDOI/USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"DESCRIPTION: Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 125-132. | USGS | I-2522-90 |<--->| Harfmann, R.G., and Crouch, J.D., 1989, Kinetic study of Berthelot reaction steps in the absence and presence of coupling reagents: Talanta, v. 36, p. 261-269. |<--->| Krom, M.D., 1980, Spectrophotometric determination of ammonia--A study of a modified Berthelot reaction using salicylate and dichloroisocyanurate: Analyst, v. 105, p. 305-316. |<--->| Patton, C.J., and Crouch, S.R., 1977, Spectrophotometric and kinetics investigation of the Berthelot reaction for the determination of ammonia: Analytical Chemistry, v. 49, p. 464-469.",,,,"USGS-National Water Quality Lab, Denver, CO",2016-06-27,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""85820034B""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,cba3092f-1d10-4509-a9f4-d8a9b4329f12,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2005-05-25,09:45:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,88b122cb-2c90-4576-9841-b192947373e7,0.008,mg/L,,Accepted,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""460800345""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,ec35135a-2b47-451f-a697-b0123b86aee1,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2002-06-11,08:45:00,MDT,,,,0.1,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,Double-valve bailer,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,e72c3dd9-681f-4f95-95be-7ded1ae76b66,0.043,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Laboratory Reporting Level,0.015,mg/L,Quantitation limit value of the specified type,,,,,,CL039,USDOI/USGS,"Nutrients, LL, wf, color",,"DESCRIPTION: Nutrients, low level, filtered water, salicylate-hypochlorite, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 119-124. | USGS | I-2525-89",,,,,2002-06-20,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""460800342""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,4017d453-ccb3-4d61-97a6-7496f1379289,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1994-09-30,11:45:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,6f71a6dc-c2fb-4ac0-90cc-e111187c3aaa,0.026,mg/L,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-22,71846.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""460800342""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,f3c187d7-f0b1-427c-b71b-654cbf3691b9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-08-06,09:15:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Storm,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,972330e5-c001-41db-a591-5b6da0cff87f,0.016,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,CL039,USDOI/USGS,"Nutrients, LL, wf, color",,"DESCRIPTION: Nutrients, low level, filtered water, salicylate-hypochlorite, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 119-124. | USGS | I-2525-89",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,1d8859ca-c1cd-4c41-b310-f25c727374e1,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey,"L-1630010 Received June 10, 2017",,,,,,,,,,,,2017-06-09,14:15:00,MDT,,,,,,,,,,,,30.0,USDOI/USGS,Single vertical DI,,"Depth-integrated: Single vertical, depth integrated",US DH-81,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,3dbe02e1-838e-4c59-a047-ce3e1e64b150,0.03,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,,,,,,SHC02,USDOI/USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"DESCRIPTION: Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 125-132. | USGS | I-2522-90 |<--->| Harfmann, R.G., and Crouch, J.D., 1989, Kinetic study of Berthelot reaction steps in the absence and presence of coupling reagents: Talanta, v. 36, p. 261-269. |<--->| Krom, M.D., 1980, Spectrophotometric determination of ammonia--A study of a modified Berthelot reaction using salicylate and dichloroisocyanurate: Analyst, v. 105, p. 305-316. |<--->| Patton, C.J., and Crouch, S.R., 1977, Spectrophotometric and kinetics investigation of the Berthelot reaction for the determination of ammonia: Analytical Chemistry, v. 49, p. 464-469.",,,,"USGS-National Water Quality Lab, Denver, CO",2017-06-16,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""858200345""]",,,,,,USGS-07099200,"ARKANSAS RIVER NEAR PORTLAND, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020603.0,,,38.33722178342077,-104.93889055039602,NAD83,38.33722178342077,-104.93889055039602,NAD83,,1ede7aa1-2703-4f31-aaf2-0e94f122d85a,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2003-08-26,08:45:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,d8553450-350a-4789-a81e-6eb0131c10a3,0.042,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Laboratory Reporting Level,0.015,mg/L,Quantitation limit value of the specified type,,,,,,CL039,USDOI/USGS,"Nutrients, LL, wf, color",,"DESCRIPTION: Nutrients, low level, filtered water, salicylate-hypochlorite, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 119-124. | USGS | I-2525-89",,,,,2003-09-23,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-09-16,608.0,,Filtered field and/or lab Ammonia and ammonium,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,d7cba0f1-3b5a-4e4c-a4c5-45b7ade641a9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2014-12-05,12:15:00,MST,,,,,,,,,,,,15.0,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)",US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, unfiltered",,as NH4,Unfiltered,,,,,,,,,,,,,,,,,,,024de1c0-4183-4292-9214-dc93361c58bc,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.026,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71845.0,,Unfiltered Ammonia and ammonium,,
